qtd_membros,duracao_dias,cartoes_previstos,story_points_previstos,tipo_dominio,complexidade_media,percentual_bugs,percentual_retrabalho,velocidade_passada,produtividade_estimada
4,15,38,-0.8837907681301552,0,2.3,0.06,0.17,62.7,-0.7262620070671327
6,15,48,-0.18435003873416816,1,2.4,0.08,0.05,58.99,-0.7262620070671327
6,12,24,0.5150906906618189,2,1.6,0.04,0.17,60.2,0.07244249867039375
4,20,35,0.8259532370600354,0,3.5,0.09,0.15,35.51,2.202321180637131
7,14,46,-0.37863913023305346,0,2.6,0.05,0.07,56.85,-1.258731677558817
6,20,20,0.0487968710644942,0,1.6,0.13,0.12,60.77,-0.46002717182129055
4,19,44,0.07988312570431585,0,3.5,0.07,0.14,32.98,0.9243939714570886
3,15,40,-0.5340704034321617,0,2.0,0.09,0.05,65.69,0.8711470044079201
5,11,32,-0.3592102210831649,1,3.1,0.16,0.2,55.85,-0.48665065534587476
7,11,44,-0.48744102147242924,2,4.2,0.15,0.12,53.81,-1.365225611657154
6,10,39,-1.1169376779288176,2,2.8,0.1,0.16,64.55,-1.7912013480505014
7,13,24,0.1925707987736693,2,2.4,0.19,0.06,63.98,-0.6996385235425485
6,13,21,-0.7672173132308241,0,3.9,0.2,0.18,45.3,-1.3918490951817382
3,10,38,-1.4666580426268112,0,3.8,0.27,0.18,65.54,-1.258731677558817
5,17,33,-0.6312149491816044,0,3.0,0.2,0.08,49.32,-0.8593794246900538
5,12,47,-1.1169376779288176,2,4.0,0.13,0.13,63.63,-1.5249665128046592
3,18,34,-0.18435003873416816,3,4.3,0.26,0.1,44.33,1.6698515101454467
6,11,25,-0.7439026222509578,3,1.6,0.2,0.11,33.76,-1.365225611657154
4,11,36,-1.256825823808015,1,3.4,0.21,0.19,46.07,-1.365225611657154
4,18,24,-0.04446189285497074,0,2.7,0.08,0.11,53.32,0.7114061032604149
3,14,29,-0.6506438583314929,3,4.0,0.1,0.12,42.49,0.604912169162078
3,13,46,-1.070308295969085,2,3.8,0.15,0.14,64.29,-0.3535332377229537
3,20,32,-0.41749694853283054,0,1.9,0.21,0.07,68.1,1.1373818396537623
4,18,22,0.2353143989034241,2,3.6,0.19,0.14,38.36,1.1906288067029307
5,14,42,0.4373750540622648,1,3.6,0.19,0.2,31.5,0.604912169162078
5,14,36,-0.10663440213461403,2,2.7,0.21,0.16,67.36,-0.14054536952627997
4,10,29,-0.728359494931047,3,4.0,0.1,0.19,60.62,-0.46002717182129055
5,16,38,0.20422814426360245,3,4.1,0.15,0.15,38.99,0.28543036686706746
3,17,30,-0.6972732402912254,2,2.6,0.21,0.18,59.12,0.49841823506374117
5,20,31,-0.3397813119332764,0,4.4,0.21,0.11,65.2,-0.46002717182129055
7,12,46,0.0021674891047617313,2,1.8,0.23,0.17,33.73,-0.886002908214638
4,10,38,-0.8837907681301552,0,1.6,0.23,0.05,37.91,-0.7262620070671327
5,19,22,1.4088205115566912,2,1.6,0.06,0.16,58.57,1.9360863453912889
5,18,20,-0.18435003873416816,0,2.9,0.15,0.09,58.02,-0.24703930362461685
7,18,41,1.6341958576953983,2,4.3,0.19,0.12,53.08,0.7114061032604149
3,12,44,-1.1635670598885501,3,4.1,0.12,0.11,62.75,-0.5665211059196275
4,12,50,-0.9770495320496202,1,4.1,0.18,0.15,33.91,-0.886002908214638
4,16,23,-0.29315192997354395,0,4.3,0.26,0.18,32.27,0.28543036686706746
7,21,46,1.71579727612493,1,2.9,0.24,0.13,69.83,0.7912765538341675
3,19,37,-0.2892661481435662,1,3.4,0.24,0.11,50.09,1.4302401584241886
6,20,43,1.4476783298564684,3,3.6,0.2,0.12,65.25,1.1373818396537623
4,18,42,-0.04446189285497074,3,2.2,0.17,0.15,46.4,0.7114061032604149
4,14,41,-0.7594457495708686,1,3.4,0.23,0.2,37.47,-0.513274138870459
4,15,33,-1.1169376779288176,0,3.8,0.09,0.17,48.29,-1.125614259935896
4,19,48,0.07988312570431585,2,4.3,0.25,0.21,52.12,0.9243939714570886
5,17,48,0.3596594174627107,2,4.3,0.16,0.11,38.27,0.49841823506374117
6,21,23,1.6341958576953983,1,4.0,0.15,0.14,39.68,1.350369707850436
7,13,38,-0.16103534775430192,3,1.6,0.04,0.06,67.57,-1.0457438093621432
7,19,46,1.8517996401741497,2,2.4,0.17,0.07,64.47,0.9243939714570886
7,21,37,0.5733774181114845,2,4.1,0.13,0.18,33.04,-0.3269097541983695
5,13,20,-1.019793132179375,1,3.7,0.12,0.2,32.16,-1.3918490951817382
5,21,43,1.797398694554462,3,1.8,0.1,0.18,64.02,2.468556015882973
7,10,23,0.1653703259638254,1,3.1,0.13,0.16,59.64,-0.7262620070671327
4,20,27,0.8259532370600354,3,2.0,0.06,0.08,34.05,2.202321180637131
7,15,23,0.9813845102591436,2,2.2,0.19,0.11,50.46,0.07244249867039375
3,17,35,-0.8954481136200884,2,1.8,0.13,0.16,56.83,0.04581901514580953
5,14,31,-0.37863913023305346,3,2.8,0.14,0.15,56.46,-0.513274138870459
6,18,26,1.9139721494537931,3,2.0,0.18,0.05,53.77,1.6698515101454467
5,20,34,0.4373750540622648,3,1.6,0.05,0.1,30.48,0.604912169162078
5,20,23,1.214531420057806,3,3.1,0.23,0.18,64.26,1.6698515101454467
3,13,49,-1.3733992787073461,3,3.1,0.11,0.08,33.39,-1.0457438093621432
5,16,48,0.5150906906618189,1,3.3,0.12,0.13,31.61,0.7114061032604149
5,21,45,0.1653703259638254,0,3.2,0.14,0.14,34.88,0.23218339981789904
3,10,30,-1.3500845877274799,3,1.7,0.06,0.1,46.41,-0.9924968423129749
6,16,31,-0.41749694853283054,1,3.5,0.17,0.08,55.69,-0.9924968423129749
4,13,29,-0.46412633049256297,0,2.5,0.16,0.16,52.41,-0.007427951903358899
4,18,32,-0.04446189285497074,0,2.5,0.11,0.13,53.92,0.7114061032604149
3,21,42,-0.32423818461336557,1,2.5,0.22,0.07,53.42,1.350369707850436
3,19,31,-1.1752244053784833,2,3.3,0.26,0.21,62.53,-0.5931445894442117
3,18,30,-0.39418225755296427,0,3.1,0.15,0.11,36.43,1.1906288067029307
7,11,41,-0.18823582056414587,0,4.0,0.23,0.15,42.6,-1.0723672928867274
5,17,41,1.0202423285589206,2,3.2,0.22,0.17,35.8,1.4036166748996044
6,12,26,-0.6040144763717604,3,3.1,0.19,0.15,47.79,-1.2054847105096487
3,18,24,-0.39418225755296427,1,3.3,0.16,0.15,42.55,1.1906288067029307
5,15,49,0.34023050831282214,2,3.5,0.27,0.13,56.57,0.47179475153915695
3,20,24,-0.18435003873416816,0,2.8,0.06,0.17,56.09,1.6698515101454467
4,19,21,-0.8060751315306011,1,2.5,0.14,0.1,60.33,-0.5931445894442117
5,21,32,1.797398694554462,2,3.4,0.21,0.21,69.76,2.468556015882973
4,11,42,-0.5729282217319388,0,2.1,0.11,0.06,58.41,-0.1937923365754484
7,16,48,0.328573162822889,3,1.6,0.23,0.15,58.03,-0.5665211059196275
4,11,31,-0.9148770227699768,3,2.9,0.07,0.08,43.47,-0.7795089741163012
5,10,42,-0.728359494931047,0,3.9,0.27,0.18,54.71,-0.9924968423129749
5,17,24,1.0202423285589206,1,1.9,0.16,0.06,46.81,1.4036166748996044
7,21,36,1.71579727612493,0,3.8,0.17,0.22,68.68,0.7912765538341675
4,13,32,-0.26206567533372227,3,1.7,0.07,0.09,61.04,0.3386773339162359
5,15,31,-0.5340704034321617,2,3.7,0.19,0.13,35.3,-0.7262620070671327
3,15,25,-0.5340704034321617,1,2.0,0.06,0.13,53.62,0.8711470044079201
7,13,33,-0.5146414942822731,2,2.8,0.25,0.2,43.51,-1.3918490951817382
7,19,30,2.3686086235611845,2,3.6,0.2,0.13,58.45,1.4302401584241886
5,20,27,1.214531420057806,1,3.7,0.16,0.13,50.6,1.6698515101454467
3,11,46,-1.0003642230294865,3,3.3,0.18,0.08,51.96,-0.1937923365754484
7,13,28,0.5461769453016405,0,1.7,0.06,0.12,37.82,-0.3535332377229537
6,17,43,0.4917759996819527,3,3.7,0.19,0.18,45.4,0.04581901514580953
7,18,48,1.6341958576953983,3,4.5,0.11,0.24,69.93,0.7114061032604149
3,20,25,-0.18435003873416816,0,2.4,0.12,0.06,34.02,1.6698515101454467
6,17,26,-0.30092349363349935,1,2.3,0.16,0.05,54.19,-0.8593794246900538
6,21,35,0.6549788365410163,1,4.0,0.19,0.22,37.47,0.23218339981789904
7,12,36,0.6549788365410163,2,2.8,0.1,0.11,37.27,-0.24703930362461685
4,19,49,0.6705219638609271,3,3.4,0.11,0.08,60.46,1.9360863453912889
3,18,48,-1.2335111328281487,1,3.7,0.08,0.16,41.01,-0.7262620070671327
4,14,42,-0.10663440213461403,3,1.7,0.04,0.05,47.99,0.604912169162078
6,15,20,1.214531420057806,0,2.7,0.07,0.18,63.68,0.8711470044079201
5,20,25,1.6031096030555765,0,2.1,0.19,0.19,54.24,2.202321180637131
7,17,20,0.4917759996819527,0,1.7,0.21,0.14,60.83,-0.4067802047721221
5,13,49,-1.019793132179375,1,1.6,0.07,0.17,62.5,-1.3918490951817382
6,13,46,-0.7672173132308241,3,3.0,0.16,0.11,45.76,-1.3918490951817382
6,14,50,0.9813845102591436,1,3.9,0.08,0.19,59.85,0.604912169162078
4,11,37,-1.256825823808015,0,3.7,0.2,0.12,33.24,-1.365225611657154
6,17,38,0.8881257463396787,0,4.0,0.27,0.17,55.02,0.49841823506374117
4,19,37,-0.8060751315306011,2,2.4,0.2,0.11,31.63,-0.5931445894442117
6,12,23,0.2353143989034241,3,1.7,0.1,0.16,39.58,-0.24703930362461685
6,13,48,-0.46412633049256297,0,1.9,0.13,0.09,39.31,-1.0457438093621432
4,18,31,0.5150906906618189,0,3.9,0.19,0.19,56.63,1.6698515101454467
5,14,24,0.1653703259638254,1,3.5,0.26,0.16,41.03,0.23218339981789904
6,16,48,-0.04446189285497074,2,4.4,0.12,0.13,33.2,-0.5665211059196275
4,13,28,-1.272368951127926,1,2.2,0.19,0.18,51.92,-1.3918490951817382
4,21,40,0.9813845102591436,0,3.1,0.22,0.09,52.56,2.468556015882973
5,17,42,1.0202423285589206,3,2.8,0.1,0.1,48.83,1.4036166748996044
6,21,28,0.6549788365410163,3,1.8,0.07,0.05,54.33,0.23218339981789904
4,13,20,-0.46412633049256297,3,3.9,0.14,0.1,40.86,-0.007427951903358899
3,13,50,-1.070308295969085,2,4.0,0.1,0.16,57.67,-0.3535332377229537
7,17,40,0.029367961914605674,1,2.3,0.17,0.18,34.61,-0.8593794246900538
4,19,46,-0.5107557124522955,1,3.4,0.09,0.16,40.61,-0.08729840247711154
7,16,32,2.0694034226529014,0,2.0,0.14,0.06,55.96,1.1373818396537623
6,10,40,-0.41749694853283054,3,3.6,0.14,0.18,69.33,-0.9924968423129749
4,14,28,-0.5418419670921171,2,2.6,0.1,0.11,42.56,-0.14054536952627997
7,10,24,0.4373750540622648,1,2.5,0.21,0.05,30.37,-0.46002717182129055
6,21,44,2.123804368272589,0,3.9,0.13,0.14,66.69,1.9094628618667047
7,16,34,1.1989882927378952,2,2.2,0.1,0.07,45.75,0.28543036686706746
3,19,40,-0.06777658383483698,2,4.5,0.21,0.19,35.8,1.9360863453912889
3,11,22,-1.0003642230294865,1,4.4,0.1,0.18,63.09,-0.1937923365754484
4,12,47,-0.6040144763717604,3,3.8,0.21,0.13,45.04,-0.24703930362461685
7,11,24,0.7093797821607042,1,2.5,0.2,0.08,43.16,-0.1937923365754484
6,13,41,0.4451466177222202,2,2.1,0.2,0.07,67.44,-0.007427951903358899
4,12,40,-0.41749694853283054,3,3.5,0.18,0.15,45.8,0.07244249867039375
6,13,20,-0.7672173132308241,2,3.3,0.08,0.15,57.54,-1.3918490951817382
5,17,27,0.6899508730108157,2,3.6,0.11,0.1,45.17,0.9510174549816728
3,10,47,-1.3500845877274799,1,2.6,0.1,0.18,57.61,-0.9924968423129749
4,10,36,-0.8837907681301552,2,3.7,0.15,0.13,37.3,-0.7262620070671327
7,10,28,0.1653703259638254,2,4.4,0.27,0.21,45.7,-0.7262620070671327
3,12,40,-1.5832314975261423,2,1.8,0.07,0.07,52.93,-1.5249665128046592
5,18,27,1.214531420057806,2,2.0,0.05,0.04,68.65,1.6698515101454467
7,10,30,-0.10663440213461403,0,3.2,0.08,0.08,30.17,-0.9924968423129749
6,16,21,1.0746432741786085,2,4.3,0.16,0.09,58.76,0.7114061032604149
4,11,24,-1.427800224327034,2,3.0,0.21,0.21,41.63,-1.6580839304275803
4,21,39,0.6549788365410163,3,2.9,0.08,0.16,68.86,1.9094628618667047
5,11,21,-1.2140822236782602,1,2.1,0.06,0.09,65.95,-1.6580839304275803
5,14,45,-0.9226485864299323,3,3.5,0.08,0.17,33.41,-1.258731677558817
4,21,25,-0.32423818461336557,3,3.4,0.22,0.16,36.26,0.23218339981789904
6,21,47,2.6134128788497804,1,2.4,0.12,0.05,64.77,2.468556015882973
3,15,47,-0.5340704034321617,3,3.2,0.09,0.06,45.22,0.8711470044079201
4,21,29,-0.6506438583314929,2,2.3,0.08,0.13,58.64,-0.3269097541983695
4,21,30,0.0021674891047617313,2,3.0,0.19,0.15,58.1,0.7912765538341675
5,15,23,-0.8255040406804897,1,1.8,0.2,0.04,60.12,-1.125614259935896
6,11,30,0.025482180084627968,1,1.6,0.22,0.11,44.43,-0.48665065534587476
4,17,46,-0.43304007585274135,0,4.1,0.1,0.16,37.29,0.04581901514580953
6,11,44,0.025482180084627968,3,3.3,0.17,0.17,59.82,-0.48665065534587476
3,18,32,-0.8138466951905565,3,3.2,0.11,0.19,43.5,0.23218339981789904
6,21,38,2.6134128788497804,0,2.6,0.17,0.06,61.81,2.468556015882973
3,18,26,-0.8138466951905565,0,3.8,0.12,0.12,30.01,0.23218339981789904
7,10,33,0.1653703259638254,3,2.6,0.15,0.06,67.77,-0.7262620070671327
7,17,30,1.4165920752166468,2,2.8,0.21,0.16,34.78,0.49841823506374117
4,13,44,-0.46412633049256297,1,3.9,0.25,0.19,49.26,-0.007427951903358899
6,13,30,-0.16103534775430192,1,1.8,0.22,0.1,43.98,-0.6996385235425485
3,11,34,-1.256825823808015,0,2.2,0.24,0.08,50.92,-0.7795089741163012
4,16,32,-0.7905320042106903,1,3.4,0.08,0.07,55.27,-0.5665211059196275
6,21,23,0.6549788365410163,2,2.0,0.23,0.09,49.2,0.23218339981789904
5,21,44,0.5733774181114845,1,4.4,0.09,0.11,43.64,0.7912765538341675
6,15,43,0.5150906906618189,0,2.1,0.22,0.19,36.08,0.07244249867039375
6,12,32,-0.8837907681301552,3,3.3,0.16,0.2,33.14,-1.5249665128046592
7,21,37,1.71579727612493,3,3.5,0.27,0.1,40.42,0.7912765538341675
5,20,33,0.4373750540622648,1,4.4,0.1,0.1,64.82,0.604912169162078
7,17,43,2.3414081507513407,3,3.2,0.15,0.14,61.21,1.4036166748996044
5,18,29,-0.5340704034321617,1,4.2,0.28,0.23,30.53,-0.7262620070671327
4,13,35,-0.8682476408102444,2,3.1,0.15,0.16,53.65,-0.6996385235425485
6,11,37,-1.0003642230294865,3,2.6,0.18,0.2,65.7,-1.6580839304275803
6,11,39,-0.23097942069390062,2,1.9,0.09,0.06,60.12,-0.7795089741163012
3,19,28,-0.06777658383483698,3,1.7,0.14,0.05,60.46,1.9360863453912889
3,13,38,-0.9187628045999546,3,2.8,0.25,0.06,55.38,-0.007427951903358899
4,15,23,-0.18435003873416816,2,2.0,0.22,0.07,39.27,0.47179475153915695
7,17,43,1.8790001129839937,1,3.7,0.2,0.17,33.57,0.9510174549816728
4,21,30,0.9813845102591436,1,2.5,0.22,0.18,40.42,2.468556015882973
3,11,38,-1.256825823808015,0,1.8,0.12,0.04,42.08,-0.7795089741163012
6,13,36,-0.16103534775430192,1,2.3,0.2,0.1,44.09,-0.6996385235425485
7,20,36,1.5253939664560225,1,4.0,0.12,0.23,52.61,0.604912169162078
5,11,35,-0.3592102210831649,0,4.2,0.22,0.13,60.63,-0.48665065534587476
3,17,20,-1.0936229869489513,2,2.7,0.12,0.15,58.69,-0.4067802047721221
3,17,21,-0.8954481136200884,0,3.8,0.1,0.14,43.27,0.04581901514580953
3,19,46,-0.7322452767610247,0,2.8,0.14,0.18,55.15,0.41854778448998853
4,19,22,-0.8060751315306011,3,1.8,0.11,0.04,37.08,-0.5931445894442117
3,17,27,-1.2917978602778144,2,2.4,0.18,0.14,43.16,-0.8593794246900538
7,10,49,-0.10663440213461403,3,3.0,0.23,0.19,40.79,-0.9924968423129749
6,19,44,1.704139930634997,3,4.5,0.19,0.2,33.67,1.4302401584241886
3,15,22,-1.058650950479152,0,2.2,0.13,0.16,63.83,-0.3269097541983695
3,11,23,-1.6415182249758078,3,2.2,0.11,0.15,62.93,-1.6580839304275803
3,15,33,-0.5340704034321617,0,4.4,0.22,0.22,61.37,0.8711470044079201
4,10,31,-1.1946533145283718,2,4.4,0.26,0.2,56.99,-1.258731677558817
5,18,24,-0.5340704034321617,0,2.3,0.08,0.15,54.94,-0.7262620070671327
5,17,45,1.0202423285589206,3,3.1,0.07,0.12,35.79,1.4036166748996044
6,21,20,2.6134128788497804,2,3.1,0.13,0.09,46.42,2.468556015882973
4,10,28,-0.8837907681301552,2,4.1,0.27,0.22,45.21,-0.7262620070671327
7,12,21,-0.32423818461336557,2,3.6,0.17,0.12,47.73,-1.2054847105096487
6,10,25,-0.18435003873416816,1,3.3,0.09,0.11,68.88,-0.7262620070671327
6,12,44,0.5150906906618189,2,4.0,0.09,0.19,61.19,0.07244249867039375
6,19,29,1.704139930634997,3,2.7,0.18,0.19,38.75,1.4302401584241886
7,18,50,1.1445873471182073,0,2.8,0.2,0.12,34.79,0.23218339981789904
5,13,22,-0.009489856385171387,0,2.3,0.12,0.19,67.18,-0.007427951903358899
6,14,45,-0.32423818461336557,3,3.7,0.1,0.08,46.02,-0.886002908214638
3,12,34,-1.5832314975261423,3,2.9,0.23,0.08,51.53,-1.5249665128046592
5,14,34,-0.9226485864299323,2,2.3,0.14,0.1,63.59,-1.258731677558817
4,16,28,-1.0392220413292634,0,2.1,0.13,0.06,45.45,-0.9924968423129749
6,12,39,-0.04446189285497074,2,2.7,0.18,0.14,30.06,-0.5665211059196275
6,11,25,-1.0003642230294865,0,3.6,0.26,0.2,56.27,-1.6580839304275803
6,11,36,-0.48744102147242924,0,3.7,0.13,0.19,35.74,-1.0723672928867274
6,20,25,0.5150906906618189,0,2.8,0.2,0.08,62.25,0.07244249867039375
6,19,28,1.2611608020175384,3,3.5,0.16,0.16,43.85,0.9243939714570886
3,10,37,-1.1169376779288176,0,1.8,0.04,0.13,56.89,-0.46002717182129055
6,17,20,0.4917759996819527,3,2.3,0.07,0.07,45.11,0.04581901514580953
5,14,31,-0.6506438583314929,1,3.0,0.19,0.06,34.11,-0.886002908214638
6,13,20,-0.16103534775430192,0,4.1,0.24,0.18,55.51,-0.6996385235425485
3,16,41,-0.7905320042106903,0,2.3,0.22,0.09,65.69,0.28543036686706746
5,21,33,1.797398694554462,0,1.9,0.1,0.12,63.46,2.468556015882973
5,10,43,-0.3397813119332764,1,3.2,0.13,0.18,57.4,-0.46002717182129055
6,21,21,2.6134128788497804,1,1.6,0.07,0.09,64.58,2.468556015882973
4,18,25,0.2353143989034241,1,4.1,0.23,0.22,30.82,1.1906288067029307
5,15,38,0.34023050831282214,0,1.7,0.15,0.03,47.72,0.47179475153915695
5,15,29,0.6316641455611501,1,3.2,0.19,0.21,52.53,0.8711470044079201
7,16,25,2.0694034226529014,3,3.8,0.15,0.18,33.63,1.1373818396537623
4,21,37,-0.32423818461336557,3,1.6,0.09,0.05,48.16,0.23218339981789904
3,15,33,-0.7089305857811584,1,4.2,0.11,0.16,46.47,0.47179475153915695
4,17,42,-0.43304007585274135,2,2.6,0.08,0.1,53.69,0.04581901514580953
4,15,31,-0.8837907681301552,2,4.1,0.23,0.18,38.08,-0.7262620070671327
6,15,37,1.214531420057806,2,2.6,0.08,0.06,46.58,0.8711470044079201
4,15,40,-0.6506438583314929,2,3.9,0.27,0.18,60.33,-0.3269097541983695
5,18,46,0.1653703259638254,2,2.8,0.16,0.11,66.56,0.23218339981789904
5,16,23,0.8259532370600354,1,4.2,0.16,0.13,52.36,1.1373818396537623
3,20,36,-0.41749694853283054,1,1.7,0.07,0.06,41.85,1.1373818396537623
5,21,28,1.3893916024068027,2,3.4,0.15,0.13,65.28,1.9094628618667047
6,13,40,-0.16103534775430192,1,3.2,0.19,0.21,37.36,-0.6996385235425485
7,19,37,0.81818167340008,1,3.3,0.21,0.17,47.71,-0.08729840247711154
7,15,43,0.5733774181114845,0,1.6,0.1,0.12,69.05,-0.3269097541983695
6,20,25,0.9813845102591436,0,4.2,0.18,0.19,57.82,0.604912169162078
4,20,29,0.8259532370600354,3,2.0,0.08,0.09,54.75,2.202321180637131
6,13,33,-0.16103534775430192,0,2.4,0.07,0.16,33.99,-0.6996385235425485
7,18,34,1.6341958576953983,0,1.7,0.13,0.1,32.5,0.7114061032604149
7,15,28,1.797398694554462,3,4.3,0.19,0.1,62.52,0.8711470044079201
6,16,44,1.4476783298564684,1,2.1,0.11,0.1,31.72,1.1373818396537623
5,17,49,0.6899508730108157,2,3.1,0.2,0.2,36.61,0.9510174549816728
3,13,23,-1.5249447700764767,3,2.8,0.16,0.19,63.62,-1.3918490951817382
6,13,32,0.7482376004604813,1,4.1,0.24,0.16,54.77,0.3386773339162359
6,13,38,-0.16103534775430192,0,3.3,0.19,0.21,60.07,-0.6996385235425485
7,14,42,1.1445873471182073,3,4.0,0.11,0.15,61.45,0.23218339981789904
6,13,34,-0.46412633049256297,3,3.8,0.25,0.08,33.99,-1.0457438093621432
6,16,37,1.4476783298564684,2,2.0,0.15,0.16,32.15,1.1373818396537623
4,13,34,-0.8682476408102444,1,4.1,0.19,0.22,53.58,-0.6996385235425485
3,15,47,-0.8837907681301552,2,4.1,0.27,0.21,47.65,0.07244249867039375
3,17,24,-0.4990983669623623,0,2.7,0.24,0.07,35.46,0.9510174549816728
3,13,36,-0.9187628045999546,2,2.4,0.22,0.15,65.6,-0.007427951903358899
6,10,37,-0.18435003873416816,2,4.2,0.16,0.14,65.16,-0.7262620070671327
4,14,41,-0.9770495320496202,2,2.6,0.1,0.11,32.24,-0.886002908214638
3,21,43,-0.0794339293247701,3,3.1,0.13,0.19,56.96,1.9094628618667047
5,13,32,-0.7672173132308241,0,3.7,0.14,0.08,39.86,-1.0457438093621432
4,10,29,-1.5055158609265882,0,3.4,0.18,0.08,35.28,-1.7912013480505014
7,16,33,0.328573162822889,3,1.6,0.15,0.07,30.21,-0.5665211059196275
3,19,47,-0.9537348410697539,3,1.8,0.09,0.17,41.07,-0.08729840247711154
3,18,37,-0.39418225755296427,2,2.0,0.13,0.14,44.84,1.1906288067029307
5,14,23,-0.9226485864299323,2,2.7,0.1,0.17,59.74,-1.258731677558817
3,21,27,-0.569042439901961,1,3.1,0.08,0.2,54.74,0.7912765538341675
6,19,46,0.3752025447826215,3,3.2,0.19,0.14,48.04,-0.08729840247711154
4,10,40,-0.728359494931047,3,2.9,0.1,0.15,43.8,-0.46002717182129055
5,11,36,-0.3592102210831649,3,2.7,0.18,0.07,41.23,-0.48665065534587476
5,18,29,-0.18435003873416816,1,3.4,0.09,0.09,55.23,-0.24703930362461685
3,14,24,-0.9770495320496202,1,1.6,0.1,0.12,61.81,-0.14054536952627997
3,11,50,-1.0003642230294865,0,4.4,0.25,0.18,45.61,-0.1937923365754484
3,16,45,-1.1635670598885501,3,4.3,0.27,0.21,41.0,-0.5665211059196275
3,15,47,-1.058650950479152,1,3.8,0.1,0.22,30.43,-0.3269097541983695
5,14,27,-0.10663440213461403,3,2.3,0.07,0.07,53.18,-0.14054536952627997
7,18,42,1.6341958576953983,3,2.8,0.24,0.09,36.07,0.7114061032604149
6,18,49,0.2353143989034241,2,4.0,0.19,0.21,38.02,-0.24703930362461685
4,18,38,0.2353143989034241,1,2.7,0.21,0.14,39.05,1.1906288067029307
5,17,26,-0.30092349363349935,2,3.1,0.17,0.17,49.51,-0.4067802047721221
3,11,41,-1.1285950234187507,2,2.5,0.09,0.17,43.53,-0.48665065534587476
3,12,23,-1.443343351646945,2,3.8,0.22,0.16,50.53,-1.2054847105096487
6,11,34,0.025482180084627968,3,4.3,0.12,0.17,41.06,-0.48665065534587476
7,19,26,2.8854176069482196,3,3.4,0.24,0.13,49.23,1.9360863453912889
4,12,29,-0.41749694853283054,2,2.1,0.06,0.07,63.47,0.07244249867039375
7,21,29,2.287007205131653,3,4.4,0.15,0.1,63.92,1.350369707850436
6,15,38,-0.18435003873416816,0,1.8,0.14,0.06,65.4,-0.7262620070671327
3,18,50,-0.39418225755296427,3,3.0,0.2,0.14,33.7,1.1906288067029307
5,20,49,0.8259532370600354,0,2.5,0.08,0.16,38.03,1.1373818396537623
4,19,36,0.3752025447826215,1,4.4,0.15,0.22,47.57,1.4302401584241886
7,16,38,1.6341958576953983,3,1.7,0.18,0.1,36.18,0.7114061032604149
5,16,39,-0.728359494931047,3,3.4,0.14,0.2,53.48,-0.9924968423129749
7,12,47,-0.32423818461336557,3,4.0,0.28,0.14,41.65,-1.2054847105096487
7,16,20,1.1989882927378952,0,3.9,0.19,0.08,66.3,0.28543036686706746
4,19,34,-0.8060751315306011,2,1.7,0.23,0.12,51.81,-0.5931445894442117
5,16,26,-0.41749694853283054,0,4.2,0.14,0.2,66.87,-0.5665211059196275
5,19,33,0.6705219638609271,1,3.3,0.14,0.21,51.11,0.9243939714570886
5,18,39,0.5150906906618189,1,4.4,0.22,0.24,37.13,0.7114061032604149
7,19,45,1.8517996401741497,0,4.4,0.11,0.11,51.25,0.9243939714570886
6,11,45,-0.7439026222509578,0,2.0,0.12,0.18,64.4,-1.365225611657154
5,20,32,0.4373750540622648,1,3.1,0.19,0.19,35.49,0.604912169162078
4,16,37,-0.04446189285497074,2,3.0,0.22,0.12,49.38,0.7114061032604149
7,11,47,0.41017458125242084,3,4.0,0.08,0.19,33.04,-0.48665065534587476
4,16,42,-0.5418419670921171,2,1.9,0.21,0.1,59.84,-0.14054536952627997
4,14,23,-0.10663440213461403,1,2.1,0.17,0.18,38.45,0.604912169162078
7,17,26,1.4165920752166468,2,3.0,0.23,0.1,45.33,0.49841823506374117
5,21,48,0.9813845102591436,1,3.1,0.07,0.11,65.58,1.350369707850436
4,16,33,0.20422814426360245,3,3.1,0.14,0.17,60.33,1.1373818396537623
4,12,28,-1.1635670598885501,3,3.3,0.08,0.17,62.77,-1.2054847105096487
5,21,26,0.1653703259638254,2,3.0,0.09,0.1,31.7,0.23218339981789904
3,21,27,-0.32423818461336557,0,2.6,0.25,0.15,59.96,1.350369707850436
3,12,35,-1.443343351646945,2,3.8,0.1,0.14,38.69,-1.2054847105096487
7,13,45,0.5461769453016405,2,1.6,0.04,0.03,50.92,-0.3535332377229537
7,16,35,2.0694034226529014,3,2.7,0.21,0.17,60.67,1.1373818396537623
4,12,34,-1.1635670598885501,3,1.9,0.2,0.08,45.05,-1.2054847105096487
7,16,31,0.7637807277803921,2,3.5,0.08,0.07,53.28,-0.14054536952627997
6,13,21,-0.7672173132308241,0,2.3,0.05,0.12,47.62,-1.3918490951817382
7,17,33,1.8790001129839937,2,2.1,0.08,0.09,35.78,0.9510174549816728
6,19,36,1.2611608020175384,1,3.7,0.25,0.11,47.64,0.9243939714570886
6,20,39,0.0487968710644942,2,2.1,0.07,0.13,32.0,-0.46002717182129055
6,20,45,1.4476783298564684,1,4.1,0.26,0.11,34.12,1.1373818396537623
6,21,38,1.1445873471182073,2,1.5,0.04,0.17,53.51,0.7912765538341675
4,15,39,-0.6506438583314929,2,3.5,0.12,0.15,32.4,-0.3269097541983695
